orden_compra,id_tiempo,mes,id_cultivo,id_proveedor,canal_reventa,hectareas_contratadas,volumen_comprado_ton,precio_compra_usd_ton,precio_reventa_usd_ton,costo_total_usd,ingreso_reventa_usd,margen_bruto_usd,merma_pct
OC-1990-01364,1990,8,9,8,Supermercados,184.5,140.54,274.15,309.18,38529.04,43452.16,4923.12,4.4
OC-1990-01365,1990,9,9,5,Mercado de exportación,118.2,85.76,274.65,304.38,23553.98,26103.63,2549.65,9.0
OC-1990-01366,1990,1,9,31,Industria procesadora,176.5,132.78,276.19,304.5,36672.51,40431.51,3759.0,5.6
OC-1990-01367,1990,5,9,3,Supermercados,104.1,78.83,293.22,336.97,23114.53,26563.35,3448.82,5.0
OC-1990-01368,1990,6,9,16,Supermercados,131.6,99.84,296.7,335.61,29622.53,33507.3,3884.77,4.8
OC-1991-01369,1991,4,9,20,Industria procesadora,213.8,119.01,313.94,358.88,37362.0,42710.31,5348.31,2.3
OC-1991-01370,1991,2,9,40,Industria procesadora,34.8,18.85,334.11,384.6,6297.97,7249.71,951.74,4.8
OC-1991-01371,1991,10,9,35,Industria procesadora,26.8,14.52,360.4,400.0,5233.01,5808.0,574.99,5.0
OC-1991-01372,1991,7,9,36,Industria procesadora,87.5,48.43,337.48,380.4,16344.16,18422.77,2078.61,2.9
OC-1992-01373,1992,2,9,36,Mayoristas locales,42.6,23.96,320.59,371.36,7681.34,8897.79,1216.45,4.9
OC-1992-01374,1992,10,9,32,Mayoristas locales,24.7,14.2,322.99,357.14,4586.46,5071.39,484.93,2.7
OC-1992-01375,1992,10,9,5,Industria procesadora,155.9,89.36,348.99,402.37,31185.75,35955.78,4770.03,3.1
OC-1992-01376,1992,9,9,16,Mayoristas locales,137.2,74.87,327.45,366.01,24516.18,27403.17,2886.99,7.7
OC-1992-01377,1992,5,9,13,Industria procesadora,213.2,119.47,331.05,368.96,39550.54,44079.65,4529.11,5.2
OC-1992-01378,1992,7,9,13,Industria procesadora,202.6,116.54,324.54,357.81,37821.89,41699.18,3877.29,2.7
OC-1993-01379,1993,12,9,35,Mercado de exportación,211.3,131.71,280.48,324.41,36942.02,42728.04,5786.02,7.1
OC-1993-01380,1993,6,9,13,Mercado de exportación,128.4,79.98,293.84,339.68,23501.32,27167.61,3666.29,7.2
OC-1993-01381,1993,8,9,7,Industria procesadora,99.9,64.11,302.64,355.54,19402.25,22793.67,3391.42,4.4
OC-1994-01382,1994,6,9,27,Mayoristas locales,57.7,34.31,342.09,377.79,11737.11,12961.97,1224.86,3.5
OC-1994-01383,1994,8,9,30,Mayoristas locales,174.6,103.76,341.04,383.25,35386.31,39766.02,4379.71,3.5
OC-1994-01384,1994,1,9,21,Supermercados,218.8,131.73,338.49,376.42,44589.29,49585.81,4996.52,2.3
OC-1994-01385,1994,10,9,21,Industria procesadora,46.1,27.22,304.12,356.81,8278.15,9712.37,1434.22,4.2
OC-1994-01386,1994,2,9,25,Mayoristas locales,135.3,76.65,330.78,366.47,25354.29,28089.93,2735.64,8.0
OC-1995-01387,1995,1,9,3,Supermercados,125.7,85.52,302.05,332.41,25831.32,28427.7,2596.38,2.1
OC-1995-01388,1995,8,9,24,Supermercados,57.6,38.28,299.26,349.1,11455.67,13363.55,1907.88,4.3
OC-1995-01389,1995,5,9,17,Mayoristas locales,204.2,129.32,300.55,348.92,38867.13,45122.33,6255.2,8.9
OC-1995-01390,1995,10,9,37,Mercado de exportación,68.5,45.47,292.51,329.78,13300.43,14995.1,1694.67,4.5
OC-1996-01391,1996,12,9,5,Mayoristas locales,115.4,66.37,335.35,393.25,22257.18,26100.0,3842.82,6.9
OC-1996-01392,1996,11,9,24,Mercado de exportación,213.7,124.45,311.34,357.81,38746.26,44529.45,5783.19,5.7
OC-1996-01393,1996,4,9,21,Supermercados,101.4,57.38,341.41,380.2,19590.11,21815.88,2225.77,8.4
OC-1996-01394,1996,4,9,25,Industria procesadora,125.1,70.37,316.36,352.64,22262.25,24815.28,2553.03,8.9
OC-1996-01395,1996,3,9,19,Supermercados,180.2,103.39,306.13,344.64,31650.78,35632.33,3981.55,7.1
OC-1997-01396,1997,1,9,13,Mayoristas locales,212.6,118.89,310.33,345.72,36895.13,41102.65,4207.52,6.4
OC-1997-01397,1997,5,9,25,Supermercados,149.9,82.06,313.03,350.56,25687.24,28766.95,3079.71,8.4
OC-1997-01398,1997,5,9,19,Mayoristas locales,197.1,108.61,335.78,386.88,36469.07,42019.04,5549.97,7.8
OC-1997-01399,1997,5,9,26,Supermercados,106.9,60.47,324.29,368.75,19609.82,22298.31,2688.49,5.3
OC-1998-01400,1998,7,9,38,Industria procesadora,93.2,55.86,322.57,356.78,18018.76,19929.73,1910.97,7.5
OC-1998-01401,1998,8,9,31,Industria procesadora,76.3,47.11,288.15,321.67,13574.75,15153.87,1579.12,4.8
OC-1998-01402,1998,1,9,27,Mayoristas locales,125.7,74.84,324.63,381.01,24295.31,28514.79,4219.48,8.2
OC-1998-01403,1998,10,9,5,Mercado de exportación,97.1,57.83,324.99,357.29,18794.17,20662.08,1867.91,8.2
OC-1998-01404,1998,7,9,23,Industria procesadora,117.8,74.53,318.39,355.49,23729.61,26494.67,2765.06,2.4
OC-1998-01405,1998,11,9,35,Supermercados,212.5,128.34,293.45,328.55,37661.37,42166.11,4504.74,6.8
OC-1998-01406,1998,4,9,26,Mayoristas locales,54.9,32.98,297.3,349.03,9804.95,11511.01,1706.06,7.4
OC-1999-01407,1999,8,9,18,Industria procesadora,185.7,122.72,282.5,330.95,34668.4,40614.18,5945.78,5.6
OC-1999-01408,1999,1,9,7,Mayoristas locales,187.8,125.4,303.32,338.71,38036.33,42474.23,4437.9,4.6
OC-1999-01409,1999,4,9,33,Mercado de exportación,138.3,91.24,277.48,324.39,25317.28,29597.34,4280.06,5.8
OC-1999-01410,1999,7,9,20,Supermercados,37.9,24.49,298.21,330.34,7303.16,8090.03,786.87,7.7
OC-1999-01411,1999,10,9,34,Supermercados,199.9,129.99,301.16,353.39,39147.79,45937.17,6789.38,7.1
OC-2000-01412,2000,11,9,32,Industria procesadora,15.5,9.26,307.3,356.42,2845.6,3300.45,454.85,4.0
OC-2000-01413,2000,1,9,6,Mercado de exportación,123.2,74.55,302.51,338.65,22552.12,25246.36,2694.24,2.6
OC-2000-01414,2000,9,9,25,Mercado de exportación,103.7,61.11,314.62,346.33,19226.43,21164.23,1937.8,5.1
OC-2001-01415,2001,1,9,27,Mayoristas locales,129.8,74.28,316.65,350.43,23520.76,26029.94,2509.18,6.2
OC-2001-01416,2001,2,9,33,Mercado de exportación,193.1,114.72,306.37,354.34,35146.77,40649.88,5503.11,2.6
OC-2001-01417,2001,9,9,33,Supermercados,110.4,64.49,306.39,342.71,19759.09,22101.37,2342.28,4.3
OC-2001-01418,2001,1,9,12,Supermercados,84.9,50.45,334.79,369.83,16890.16,18657.92,1767.76,2.6
OC-2001-01419,2001,10,9,10,Industria procesadora,32.1,18.86,342.37,397.71,6457.1,7500.81,1043.71,3.7
OC-2002-01420,2002,11,9,26,Supermercados,158.5,86.69,322.93,364.96,27994.8,31638.38,3643.58,4.0
OC-2002-01421,2002,4,9,7,Industria procesadora,95.5,50.56,328.63,373.63,16615.53,18890.73,2275.2,7.1
OC-2002-01422,2002,9,9,9,Industria procesadora,155.5,83.72,329.12,380.74,27553.93,31875.55,4321.62,5.5
OC-2002-01423,2002,2,9,2,Supermercados,158.6,87.76,326.79,372.72,28679.09,32709.91,4030.82,2.9
OC-2002-01424,2002,1,9,8,Mayoristas locales,165.6,87.12,353.69,406.74,30813.47,35435.19,4621.72,7.7
OC-2002-01425,2002,5,9,35,Supermercados,114.3,60.22,338.63,388.96,20392.3,23423.17,3030.87,7.5
OC-2002-01426,2002,8,9,40,Industria procesadora,162.6,89.99,354.44,390.9,31896.06,35177.09,3281.03,2.8
OC-2003-01427,2003,2,9,8,Supermercados,80.5,60.43,282.58,321.63,17076.31,19436.1,2359.79,5.9
OC-2003-01428,2003,3,9,9,Mercado de exportación,211.0,161.2,278.06,309.57,44823.27,49902.68,5079.41,4.3
OC-2003-01429,2003,9,9,38,Supermercados,79.5,61.89,270.09,300.19,16715.87,18578.76,1862.89,2.5
OC-2003-01430,2003,9,9,11,Mercado de exportación,35.6,27.23,300.46,337.2,8181.53,9181.96,1000.43,4.1
OC-2003-01431,2003,8,9,5,Industria procesadora,62.0,47.79,291.83,334.5,13946.56,15985.76,2039.2,3.4
OC-2004-01432,2004,2,9,27,Industria procesadora,166.8,125.9,281.02,308.7,35380.42,38865.33,3484.91,6.2
OC-2004-01433,2004,4,9,34,Supermercados,212.3,161.21,297.73,333.13,47997.05,53703.89,5706.84,5.7
OC-2004-01434,2004,5,9,11,Industria procesadora,219.5,170.45,277.77,305.24,47345.9,52028.16,4682.26,3.6
OC-2004-01435,2004,8,9,3,Mercado de exportación,70.0,53.53,280.4,309.8,15009.81,16583.59,1573.78,5.0
OC-2004-01436,2004,6,9,2,Supermercados,146.5,112.48,302.58,346.99,34034.2,39029.44,4995.24,4.7
OC-2005-01437,2005,7,9,15,Supermercados,110.3,77.85,272.14,317.13,21186.1,24688.57,3502.47,2.3
OC-2005-01438,2005,12,9,22,Industria procesadora,164.1,114.33,277.26,322.7,31699.14,36894.29,5195.15,3.5
OC-2005-01439,2005,9,9,18,Industria procesadora,157.2,109.16,280.65,309.26,30635.75,33758.82,3123.07,3.8
OC-2006-01440,2006,9,9,25,Supermercados,37.0,27.62,276.19,318.38,7628.37,8793.66,1165.29,3.9
OC-2006-01441,2006,1,9,37,Supermercados,113.3,82.97,281.97,323.85,23395.05,26869.83,3474.78,5.8
OC-2006-01442,2006,7,9,23,Supermercados,120.7,85.73,304.51,356.4,26105.64,30554.17,4448.53,8.7
OC-2006-01443,2006,6,9,40,Industria procesadora,50.2,37.75,291.85,322.91,11017.34,12189.85,1172.51,3.3
OC-2007-01444,2007,6,9,39,Mayoristas locales,183.3,140.31,286.04,319.01,40134.27,44760.29,4626.02,6.5
OC-2007-01445,2007,4,9,23,Supermercados,132.4,102.38,289.13,330.3,29601.13,33816.11,4214.98,5.6
OC-2007-01446,2007,10,9,12,Industria procesadora,117.9,92.49,279.76,311.1,25875.0,28773.64,2898.64,4.1
OC-2007-01447,2007,2,9,31,Supermercados,181.2,142.67,279.57,314.42,39886.25,44858.3,4972.05,3.8
OC-2008-01448,2008,11,9,18,Supermercados,154.8,105.93,306.01,357.88,32415.64,37910.23,5494.59,8.3
OC-2008-01449,2008,7,9,9,Mercado de exportación,204.0,146.92,294.22,333.09,43226.8,48937.58,5710.78,3.6
OC-2008-01450,2008,4,9,14,Mayoristas locales,149.1,106.88,298.07,347.87,31857.72,37180.35,5322.63,4.0
OC-2008-01451,2008,4,9,16,Industria procesadora,83.7,61.0,290.89,328.06,17744.29,20011.66,2267.37,2.4
OC-2008-01452,2008,12,9,5,Mayoristas locales,65.3,47.14,306.71,353.7,14458.31,16673.42,2215.11,3.3
OC-2008-01453,2008,9,9,17,Industria procesadora,129.7,91.82,307.15,342.2,28202.51,31420.8,3218.29,5.1
OC-2008-01454,2008,11,9,24,Industria procesadora,39.7,28.67,284.16,326.0,8146.87,9346.42,1199.55,3.2
OC-2009-01455,2009,12,9,18,Mayoristas locales,177.0,144.1,280.84,322.69,40469.04,46499.63,6030.59,5.5
OC-2009-01456,2009,9,9,37,Mercado de exportación,183.1,150.13,301.21,341.2,45220.66,51224.36,6003.7,4.9
OC-2009-01457,2009,3,9,35,Mercado de exportación,141.8,119.6,274.14,321.14,32787.14,38408.34,5621.2,2.2
OC-2009-01458,2009,11,9,39,Industria procesadora,145.2,118.57,269.46,299.8,31949.87,35547.29,3597.42,5.3
OC-2010-01459,2010,4,9,15,Industria procesadora,87.4,72.53,290.5,336.76,21069.96,24425.2,3355.24,6.9
OC-2010-01460,2010,11,9,17,Supermercados,219.9,178.78,280.68,318.51,50179.97,56943.22,6763.25,8.8
OC-2010-01461,2010,4,9,1,Mayoristas locales,151.7,132.14,286.2,325.87,37818.47,43060.46,5241.99,2.3
OC-2010-01462,2010,7,9,12,Mayoristas locales,17.3,14.2,269.22,315.28,3822.92,4476.98,654.06,8.0
OC-2010-01463,2010,12,9,40,Mercado de exportación,33.1,27.26,288.85,325.05,7874.05,8860.86,986.81,7.4
OC-2011-01464,2011,9,9,25,Supermercados,152.4,136.7,293.47,340.59,40117.35,46558.65,6441.3,3.0
OC-2011-01465,2011,3,9,18,Mayoristas locales,161.2,144.47,287.12,336.35,41480.23,48592.48,7112.25,3.1
OC-2011-01466,2011,3,9,26,Mayoristas locales,84.4,72.5,274.39,307.05,19893.27,22261.12,2367.85,7.2
OC-2011-01467,2011,5,9,32,Mayoristas locales,208.6,186.14,289.85,330.98,53952.68,61608.62,7655.94,3.5
OC-2011-01468,2011,8,9,7,Industria procesadora,40.3,34.44,279.54,326.03,9627.36,11228.47,1601.11,7.5
OC-2012-01469,2012,9,9,12,Supermercados,97.6,71.72,307.78,358.19,22073.98,25689.39,3615.41,8.1
OC-2012-01470,2012,4,9,31,Industria procesadora,95.3,72.66,282.86,314.96,20552.61,22884.99,2332.38,4.7
OC-2012-01471,2012,4,9,37,Mayoristas locales,189.3,139.15,305.72,335.75,42540.94,46719.61,4178.67,8.0
OC-2012-01472,2012,12,9,31,Supermercados,148.3,114.57,271.49,310.01,31104.61,35517.85,4413.24,3.4
OC-2012-01473,2012,1,9,8,Supermercados,197.4,146.21,304.49,350.15,44519.48,51195.43,6675.95,7.3
OC-2012-01474,2012,11,9,12,Industria procesadora,48.3,37.73,271.58,306.0,10246.71,11545.38,1298.67,2.4
OC-2013-01475,2013,12,9,25,Supermercados,200.1,131.65,273.12,308.79,35956.25,40652.2,4695.95,6.8
OC-2013-01476,2013,7,9,9,Supermercados,135.5,89.82,301.8,334.97,27107.68,30087.01,2979.33,6.2
OC-2013-01477,2013,6,9,39,Mercado de exportación,66.7,44.15,305.37,341.06,13482.09,15057.8,1575.71,6.4
OC-2013-01478,2013,6,9,31,Mercado de exportación,69.4,45.37,269.03,313.95,12205.89,14243.91,2038.02,7.5
OC-2013-01479,2013,10,9,40,Mercado de exportación,220.0,144.21,270.65,307.07,39030.44,44282.56,5252.12,7.2
OC-2013-01480,2013,3,9,18,Industria procesadora,43.4,28.95,273.23,317.31,7910.01,9186.12,1276.11,5.6
OC-2014-01481,2014,3,9,21,Supermercados,185.7,202.87,280.27,318.5,56858.37,64614.1,7755.73,2.5
OC-2014-01482,2014,1,9,10,Supermercados,209.5,229.25,291.12,339.08,66739.26,77734.09,10994.83,2.3
OC-2014-01483,2014,8,9,13,Industria procesadora,135.3,146.29,301.5,349.63,44106.44,51147.37,7040.93,3.5
OC-2014-01484,2014,11,9,9,Supermercados,156.3,168.85,284.6,328.03,48054.71,55387.87,7333.16,3.6
OC-2014-01485,2014,5,9,21,Mayoristas locales,66.6,71.51,281.46,313.76,20127.2,22436.98,2309.78,4.1
OC-2014-01486,2014,7,9,21,Supermercados,100.6,106.76,303.32,343.52,32382.44,36674.2,4291.76,5.3
OC-2015-01487,2015,2,9,34,Mercado de exportación,99.5,65.65,270.13,300.65,17734.03,19737.67,2003.64,7.9
OC-2015-01488,2015,6,9,40,Mayoristas locales,85.7,59.32,288.65,317.14,17122.72,18812.74,1690.02,3.4
OC-2015-01489,2015,5,9,39,Industria procesadora,44.5,30.72,286.31,322.73,8795.44,9914.27,1118.83,3.6
OC-2016-01490,2016,11,9,8,Industria procesadora,170.2,242.16,270.61,300.21,65530.92,72698.85,7167.93,6.7
OC-2016-01491,2016,11,9,8,Industria procesadora,77.0,107.11,276.21,309.89,29584.85,33192.32,3607.47,8.8
OC-2016-01492,2016,9,9,23,Mercado de exportación,214.8,304.62,273.16,315.83,83210.0,96208.13,12998.13,7.0
OC-2016-01493,2016,1,9,23,Supermercados,99.2,137.94,295.78,328.28,40799.89,45282.94,4483.05,8.8
OC-2017-01494,2017,11,9,15,Mayoristas locales,194.0,230.71,295.12,334.04,68087.14,77066.37,8979.23,8.0
OC-2017-01495,2017,2,9,6,Mayoristas locales,47.2,57.28,284.89,328.09,16318.5,18793.0,2474.5,6.2
OC-2017-01496,2017,1,9,6,Supermercados,86.0,107.26,276.8,321.71,29689.57,34506.61,4817.04,3.5
OC-2017-01497,2017,4,9,15,Supermercados,177.7,212.06,298.75,342.04,63352.92,72533.0,9180.08,7.7
OC-2017-01498,2017,12,9,33,Supermercados,48.6,57.92,293.59,325.23,17004.73,18837.32,1832.59,7.8
OC-2018-01499,2018,1,9,40,Supermercados,102.7,168.05,270.81,299.68,45509.62,50361.22,4851.6,4.6
OC-2018-01500,2018,11,9,15,Mayoristas locales,153.1,242.62,285.7,334.81,69316.53,81231.6,11915.07,7.5
OC-2018-01501,2018,2,9,39,Industria procesadora,132.1,210.73,270.69,316.1,57042.5,66611.75,9569.25,7.0
OC-2018-01502,2018,1,9,29,Mayoristas locales,80.5,132.5,270.43,312.97,35831.98,41468.52,5636.54,4.0
OC-2018-01503,2018,2,9,39,Industria procesadora,132.2,215.58,283.12,313.69,61035.01,67625.29,6590.28,4.9
OC-2018-01504,2018,7,9,3,Mercado de exportación,59.4,97.65,298.3,335.54,29129.0,32765.48,3636.48,4.0
OC-2019-01505,2019,5,9,35,Mayoristas locales,72.2,108.83,269.8,308.73,29362.33,33599.09,4236.76,8.3
OC-2019-01506,2019,10,9,4,Mayoristas locales,168.5,260.46,269.09,302.94,70087.18,78903.75,8816.57,6.0
OC-2019-01507,2019,4,9,33,Industria procesadora,77.4,120.22,273.85,309.79,32922.25,37242.95,4320.7,5.6
OC-2019-01508,2019,7,9,13,Mayoristas locales,34.7,54.22,285.28,320.62,15467.88,17384.02,1916.14,4.9
OC-2019-01509,2019,6,9,40,Supermercados,92.9,147.33,303.64,354.03,44735.28,52159.24,7423.96,3.6
OC-2020-01510,2020,2,9,21,Industria procesadora,200.5,415.21,307.23,349.85,127564.97,145261.22,17696.25,5.3
OC-2020-01511,2020,8,9,7,Supermercados,19.2,39.2,291.94,333.75,11444.05,13083.0,1638.95,6.5
OC-2020-01512,2020,3,9,32,Mayoristas locales,97.6,196.9,286.44,324.33,56400.04,63860.58,7460.54,7.8
OC-2021-01513,2021,2,9,19,Supermercados,86.2,147.12,306.91,352.39,45152.6,51843.62,6691.02,5.4
OC-2021-01514,2021,2,9,26,Mayoristas locales,208.1,352.59,275.33,303.82,97078.6,107123.89,10045.29,6.1
OC-2021-01515,2021,9,9,26,Industria procesadora,169.4,281.95,303.13,347.65,85467.5,98019.92,12552.42,7.8
OC-2021-01516,2021,7,9,18,Mercado de exportación,212.2,368.41,293.63,326.04,108176.23,120116.4,11940.17,3.8
OC-2021-01517,2021,7,9,24,Mayoristas locales,102.0,175.5,280.61,318.37,49247.06,55873.94,6626.88,4.7
OC-2022-01518,2022,1,9,6,Industria procesadora,144.8,236.41,270.55,304.4,63960.73,71963.2,8002.47,3.5
OC-2022-01519,2022,10,9,8,Supermercados,36.6,56.89,286.38,322.69,16292.16,18357.83,2065.67,8.2
OC-2022-01520,2022,1,9,34,Industria procesadora,82.3,129.42,286.51,323.61,37080.12,41881.61,4801.49,7.0
OC-2022-01521,2022,6,9,20,Supermercados,88.0,145.61,269.34,310.14,39218.6,45159.49,5940.89,2.1
OC-2022-01522,2022,2,9,12,Mercado de exportación,168.0,264.0,309.13,361.7,81610.32,95488.8,13878.48,7.0
OC-2022-01523,2022,2,9,6,Industria procesadora,73.9,117.07,303.92,343.86,35579.91,40255.69,4675.78,6.3
OC-2023-01524,2023,9,9,38,Supermercados,131.1,122.16,305.9,337.77,37368.74,41261.98,3893.24,5.5
OC-2023-01525,2023,4,9,2,Industria procesadora,213.4,195.02,296.44,340.61,57811.73,66425.76,8614.03,7.3
OC-2023-01526,2023,12,9,17,Industria procesadora,210.8,193.01,287.71,316.71,55530.91,61128.2,5597.29,7.1
OC-2023-01527,2023,11,9,5,Supermercados,17.4,16.68,276.26,317.79,4608.02,5300.74,692.72,2.7
